"","V1","V2"
"248","PRN_IgG3","PT_IgG3"
"249","PRN_IgG3","FIM_IgG3"
"250","PRN_IgG3","PRN_FcgR3b"
"251","PRN_IgG3","FHA_IgG3"
"252","PRN_IgG","FIM_IgG1"
"253","PRN_IgG","PRN_ADCD"
"254","PRN_IgG","FHA_IgG3"
"255","PRN_IgG","PRN_IgG2"
"256","PRN_IgG","PRN_IgG1"
"257","PRN_IgG","PT_IgG"
"258","IPV3_FcgR3b","FIM_FcgR3b"
"259","IPV3_FcgR3b","FIM_FcgR2a"
"260","IPV3_FcgR3b","FHA_IgG4"
"261","IPV3_FcgR3b","IPV2_FcgR3b"
"262","IPV3_FcgR3b","IPV3_IgG1"
"263","IPV3_FcgR3b","IPV3_IgG3"
"264","PT_IgG2","FIM_FcgR3b"
"265","PT_IgG2","PT_IgG1"
"266","PT_IgG2","PT_IgG3"
"267","PT_IgG2","FIM_IgG3"
"268","PT_IgG2","DT_IgG4"
"269","PT_IgG2","FHA_IgG2"
"270","PT_IgG2","FHA_IgG3"
"271","PT_IgG2","IPV2_FcgR3b"
"272","PT_IgG2","IPV2_IgG3"
"273","PT_IgG2","PT_IgG"
"274","ACT_IgG1","ACT_FcgR3b"
"275","ACT_IgG1","FHA_IgG1"
"276","ACT_IgG1","ACT_IgG2"
"277","ACT_IgG1","ACT_IgG3"
"278","FIM_IgG1","TT_IgG1"
"279","FIM_IgG1","PT_IgG1"
"280","FIM_IgG1","FIM_FcgR2a"
"281","FIM_IgG1","FIM_IgG3"
"282","FIM_IgG1","PRN_FcgR3b"
"283","FIM_IgG1","DT_IgG2"
"284","FIM_IgG1","FIM_IgG2"
"285","FIM_IgG1","TT_ADCP"
"286","FIM_IgG1","DT_IgG4"
"287","FIM_IgG1","FHA_IgG3"
"288","FIM_IgG1","PT_ADCP"
"289","FIM_IgG1","IPV2_IgG3"
"290","FIM_IgG1","PRN_ADCP"
"291","IPV1_ADCD","IPV1_FcgR2a"
"292","IPV1_ADCD","IPV1_IgG1"
"293","FIM_FcgR3b","PRN_IgG4"
"294","FIM_FcgR3b","FHA_ADCD"
"295","FIM_FcgR3b","FIM_FcgR2a"
"296","FIM_FcgR3b","PT_IgG3"
"297","FIM_FcgR3b","FIM_IgG3"
"298","FIM_FcgR3b","PRN_FcgR3b"
"299","FIM_FcgR3b","DT_IgG2"
"300","FIM_FcgR3b","FIM_IgG2"
"301","FIM_FcgR3b","DT_IgG4"
"302","FIM_FcgR3b","PT_ADNP"
"303","FIM_FcgR3b","IPV3_IgG4"
"304","FIM_FcgR3b","FHA_IgG2"
"305","FIM_FcgR3b","IPV2_FcgR3b"
"306","FIM_FcgR3b","IPV2_IgG3"
"307","PT_IgG4","PRN_IgG4"
"308","PT_IgG4","FHA_IgG1"
"309","PT_IgG4","PT_IgG3"
"310","PT_IgG4","FHA_IgG4"
"311","PT_IgG4","DT_IgG4"
"312","PT_IgG4","IPV3_IgG4"
"313","PT_IgG4","IPV2_FcgR3b"
"314","PT_IgG4","PT_IgG"
"315","PRN_IgG4","FHA_IgG4"
"316","PRN_IgG4","DT_IgG4"
"317","IPV2_FcgR2a","FIM_FcgR2a"
"318","IPV2_FcgR2a","IPV2_IgG1"
"319","IPV2_FcgR2a","IPV2_FcgR3b"
"320","IPV2_FcgR2a","IPV2_IgG3"
"321","PRN_ADCD","FHA_ADCD"
"322","PRN_ADCD","ACT_ADCD"
"323","PRN_ADCD","PT_ADCD"
"324","IPV1_FcgR2a","IPV1_IgG1"
"325","TT_IgG1","TT_FcgR2a"
"326","TT_IgG1","TT_ADCP"
"327","TT_IgG1","TT_IgG"
"328","DT_IgG3","PT_IgG3"
"329","DT_IgG3","DT_IgG4"
"330","DT_IgG3","FHA_IgG3"
"331","FHA_IgG1","FHA_ADCD"
"332","FHA_IgG1","PT_IgG3"
"333","FHA_IgG1","IPV2_IgG1"
"334","FHA_IgG1","FHA_IgG2"
"335","FHA_IgG1","FHA_IgG3"
"336","FHA_IgG1","IPV3_IgG3"
"337","FHA_ADCD","PT_IgG3"
"338","FHA_ADCD","PRN_FcgR3b"
"339","FHA_ADCD","ACT_ADCD"
"340","FHA_ADCD","PT_ADCD"
"341","TT_FcgR2a","FIM_FcgR2a"
"342","TT_FcgR2a","TT_ADCP"
"343","PT_IgG1","PT_IgG3"
"344","PT_IgG1","DT_IgG4"
"345","PT_IgG1","PT_ADCP"
"346","PT_IgG1","PRN_IgG1"
"347","PT_IgG1","PT_IgG"
"348","PT_IgG1","PT_ADCD"
"349","FIM_FcgR2a","PT_IgG3"
"350","FIM_FcgR2a","FIM_IgG3"
"351","FIM_FcgR2a","PRN_FcgR3b"
"352","FIM_FcgR2a","FIM_IgG2"
"353","FIM_FcgR2a","DT_IgG4"
"354","FIM_FcgR2a","PT_ADCP"
"355","FIM_FcgR2a","IPV3_IgG3"
"356","FIM_FcgR2a","PRN_ADCP"
"357","PT_IgG3","FHA_IgG3"
"358","PT_IgG3","IPV1_IgG1"
"359","PT_IgG3","IPV3_IgG3"
"360","PT_IgG3","IPV2_IgG3"
"361","FIM_IgG3","FHA_IgG4"
"362","FIM_IgG3","FIM_IgG2"
"363","FIM_IgG3","FHA_IgG2"
"364","FIM_IgG3","IPV2_FcgR3b"
"365","FIM_IgG3","IPV2_IgG3"
"366","ACT_IgG4","FHA_IgG4"
"367","ACT_IgG4","DT_IgG4"
"368","IPV2_IgG1","FHA_IgG2"
"369","IPV2_IgG1","FHA_IgG3"
"370","IPV2_IgG1","IPV2_FcgR3b"
"371","IPV2_IgG1","IPV3_IgG1"
"372","IPV2_IgG1","IPV1_IgG1"
"373","IPV2_IgG1","PRN_IgG1"
"374","IPV2_IgG1","IPV2_IgG3"
"375","PRN_FcgR3b","PRN_IgG1"
"376","PRN_FcgR3b","PT_IgG"
"377","DT_IgG2","DT_IgG4"
"378","DT_IgG2","IPV2_IgG3"
"379","DT_IgG2","DT_IgG1"
"380","FHA_IgG4","DT_IgG4"
"381","FHA_IgG4","FHA_IgG2"
"382","FHA_IgG4","FHA_IgG3"
"383","FHA_IgG4","ACT_IgG3"
"384","TT_ADCP","PT_ADNP"
"385","TT_ADCP","PT_ADCP"
"386","TT_ADCP","PRN_ADCP"
"387","TT_IgG","PT_IgG"
"388","ACT_IgG2","FHA_IgG2"
"389","DT_IgG4","FHA_IgG3"
"390","PT_ADNP","PT_ADCP"
"391","PT_ADNP","PRN_ADCP"
"392","PT_ADNP","PT_IgG"
"393","IPV3_IgG4","IPV3_IgG3"
"394","FHA_IgG2","IPV2_FcgR3b"
"395","FHA_IgG2","PRN_IgG2"
"396","FHA_IgG3","IPV1_IgG1"
"397","FHA_IgG3","ACT_IgG3"
"398","FHA_IgG3","IPV2_IgG3"
"399","IPV2_FcgR3b","IPV2_IgG3"
"400","IPV3_IgG1","IPV1_IgG1"
"401","IPV1_IgG1","DT_IgG1"
"402","PT_ADCP","PT_IgG"
"403","IPV3_IgG3","IPV2_IgG3"
"404","PT_IgG","PT_ADCD"
